Maternal ID,Pair ID,Thelier Stage,Day of Gestation,Slide ID,Process # ,ROI Label,Cyto Lining Decidual Vasculature?,>90% Cyto Coverage?,ZO-1 Collar?,"Has ""classic"" collar?",Vasculature+Collar Area,Vasculature Area,Collar Area,Mcherry Collar Intensity V+BA_Int,Mcherry Collar Intensity V+BA_Raw,Mcherry Collar Intensity VA_Int,Mcherry Collar Intensity VA_Raw,Mcherry Collar Intensity BA_Int,Mcherry Collar Intensity BA_Raw,GFP Collar Intensity V+BA_Int,GFP Collar Intensity V+BA_Raw,GFP Collar Intensity VA_Int,GFP Collar Intensity VA_Raw,GFP Collar Intensity BA_Int,GFP Collar Intensity BA_Int,Notes/Observations,
KG4P1,KCSUKP,22,16.5,2.6E,2016,V5,0,0,0,0,,1382.422,0,,,,,0,0,,,,,0,0,*near top of decidua *kind of cuboidal but not as clear as others,
KG4P1,KCSUKP,22,16.5,2.6E,2017,V1,0,0,0,0,,458.138,0,,,,,0,0,,,,,0,0,*Near top of decidua,
KG4P1,KCSUKP,22,16.5,2.6E,2017,V2,0,0,0,0,,3946.646,0,,,,,0,0,,,,,0,0,*Near top of decidua,
KG4P1,KCSUKP,22,16.5,2.6E,2017,V3,1,0,0,0,,847.998,0,,,,,0,0,,,,,0,0,*No clear band,
KG4P1,KCSUKP,22,16.5,2.6E,2017,V4,0,0,1,0,3987.529,681.939,3305.59,652954.187,1549230,43751.551,103807,609202.636,1445423,36777.485,87260,2927.11,6945,33850.375,80315,*oblong *all red *band confirmed with dapi (measured inner band only) ,
KG4P1,KCSUKP,22,16.5,3.6D,2144,V1,1,0,Jan-00,0,171227.303,39508.19,131719.113,22037948.77,52288280,1357440.265,3220727,20680508.51,49067553,3020985.442,7167733,199231.465,472706,2821753.977,6695027,*Oblong/irregular *has a band but there is dapi separation b/w vasculature and ZO in some places took measurement anyway,
KG4P1,KCSUKP,22,16.5,3.6D,2144,V2,1,0,1,0,40911.264,7729.341,33181.923,6163539.311,14623905,278365.434,660463,5885173.877,13963442,1376088.211,3264972,44896.264,106523,1331191.947,3158449,*oblong *borders decidua * continuation,*Really interesting placenta w/ lots of ZO vasculature bands w/ no black space
KG4P1,KCSUKP,22,16.5,3.6D,2144,V3,1,0,1,0,33109.008,8630.444,24478.564,4842995.807,11490721,348057.208,825817,4494938.599,10664904,1200596.052,2848591,58463.388,138713,1142132.664,2709878,*oblong *borders decidua * continuation,
KG4P1,KCSUKP,22,16.5,3.6D,2144,V4,1,0,1,0,12317.465,3123.937,9193.528,1822946.45,4325209,109429.243,259637,1713517.207,4065572,621529.795,1474671,18334.373,43501,603195.422,1431170,*propable continuation *messy band- confirmed w/ dapi,
KG4P1,KCSUKP,22,16.5,3.6D,2144,V5,1,1,1,1,23378.527,1678.716,21699.811,4615798.534,10951662,82151.274,194916,4533647.26,10756746,1850838.501,4391387,31791.493,75430,1819047.008,4315957,*oblong *classic band *smaller,
KG4P1,KCSUKP,22,16.5,3.6D,2145,V1,0,0,1,0,43089.421,5902.689,37186.732,5729356.365,13593742,184008.806,436588,5545347.559,13157154,408632.583,969541,18058.731,42847,390573.852,926694,*continuation of other vasculature *cuboidal,
KG4P1,KCSUKP,22,16.5,3.6D,2145,V2,1,0,1,0,16482.854,7656.427,8826.427,1593645.619,3781159,200843.167,476530,1392802.452,3304629,394630.501,936319,30412.864,72159,364217.637,864160,*continuation of other vasculature *cuboidal,
KG4P1,KCSUKP,22,16.5,3.6D,2145,V3,1,0,1,0,9126.936,4037.684,5089.252,1088322.728,2582206,141523.351,335785,946799.377,2246421,426633.994,1012252,27890.365,66174,398743.629,946078,*continuation of other vasculature *cuboidal,
KG4P1,KCSUKP,22,16.5,3.6D,2145,V4,1,0,1,0,23902.415,2197.545,21704.87,4360329.043,10345523,77020.718,182743,4283308.325,10162780,1005818.262,2386452,20195.163,47916,985623.099,2338536,*Confirmed w/ dapi ,
KG4P1,KCSUKP,22,16.5,3.6D,2145,V5,1,0,1,1,187600.996,53772.425,133828.571,30324443.73,71949210,1962096.081,4655362,28362347.64,67293848,9760075.949,23157218,759541.879,1802125,9000534.07,21355093,Dives into JZ *oblong ,
KG4P1,KCSUKP,22,16.5,3.6D,2148,V1,0,0,0,0,,4944.688,0,,,,,0,0,,,,,0,0,,
KG4P1,KCSUKP,22,16.5,3.6D,2148,V2,1,0,1,1,35582.195,3962.241,31619.954,6181899.814,14667468,173244.88,411049,6008654.934,14256419,2575990.945,6111918,73060.163,173346,2502930.782,5938572,*distorted by fiber thing ,
KG4P1,KCSUKP,22,16.5,3.6D,2148,V3,1,0,1,1,138920.773,41098.818,97821.955,18595388.24,44120298,1169239.095,2774192,17426149.15,41346106,7741320.372,18367423,479089.325,1136710,7262231.047,17230713,*oblong *good band,
KG4P1,KCSUKP,22,16.5,3.6D,2148,V4,1,1,1,1,59641.818,17810.907,41830.911,8741551.205,20740618,546419.18,1296460,8195132.025,19444158,3425952.92,8128578,211548.087,501929,3214404.833,7626649,,
KG4P1,KCSUKP,22,16.5,3.6D,2148,V5,1,1,1,1,45844.15,561.82,45282.33,9698918.524,23012113,39205.996,93022,9659712.528,22919091,3176992.615,7537883,17238.972,40902,3159753.643,7496981,*oblong/edge piece *very small black piece,
KG4M1,KCSUKM,22.5,17.5,1.7D,2000,V1,1,1,1,1,46961.889,18539.207,28422.682,6538718.544,15514073,862169.858,2045625,5676548.686,13468448,2512276.46,5960746,2512276.46,5960746,0,0,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7D,2000,V2,1,1,1,1,29938.71,8732.018,21206.692,4320627.82,10251326,356724.32,846381,3963903.5,9404945,2147371.827,5094956,141718.071,336247,2005653.756,4758709,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7D,2000,V3,1,1,1,1,340732.057,174626.459,166105.598,39596908.64,93949499,7910540.212,18768922,31686368.43,75180577,15429674.17,36609175,2356510.79,5591169,13073163.38,31018006,*Border JZ *decent band *big,
KG4M1,KCSUKM,22.5,17.5,1.7D,2002,V1,1,1,1,1,54624.216,20165.66,34458.556,4835701.423,11473414,532813.702,1264179,4302887.721,10209235,2006164.156,4759920,280701.643,666006,1725462.513,4093914,,
KG4M1,KCSUKM,22.5,17.5,1.7D,2002,V2,1,1,1,1,34044.672,7206.296,26838.376,3337104.064,7917771,173739.686,412223,3163364.378,7505548,1858563.205,4409715,108626.343,257732,1749936.862,4151983,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7D,2002,V3,1,1,1,1,69385.786,22882.457,46503.329,8373486.809,19867331,1026948.246,2436586,7346538.563,17430745,3467342.974,8226782,399946.504,948932,3067396.47,7277850,*Border JZ *decent band ,
KG4M1,KCSUKM,22.5,17.5,1.7D,2003,V1,1,1,1,1,57696.312,7368.562,50327.75,7847700.279,18619825,189629.953,449925,7658070.326,18169900,3929762.733,9323941,130950.773,310700,3798811.96,9013241,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7E,2212,V1,1,1,1,1,54655.405,22355.198,32300.207,7177993.075,17030846,767218.958,1820340,6410774.117,15210506,2425569.937,5755022,343250.341,814412,2082319.596,4940610,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7E,2212,V2,1,1,1,1,30289.795,8748.034,21541.761,4069365.867,9655170,258947.883,614392,3810417.984,9040778,2060615.148,4889113,123794.631,293721,1936820.517,4595392,DECENT BAND\,
KG4M1,KCSUKM,22.5,17.5,1.7E,2212,V3,1,1,1,1,99583.701,36891.281,62692.42,12898650.72,30603949,1378411.354,3270484,11520239.36,27333465,5256672.965,12472231,529234.999,1255688,4727437.966,11216543,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7E,2212,V4,0,0,0,0,,1884.814,0,,,,,0,0,,,,,0,0,,
KG4M1,KCSUKM,22.5,17.5,1.7E,2213,V1,1,1,1,1,73393.546,19123.786,54269.76,11399394.6,27046743,713693.514,1693343,10685701.09,25353400,5165897.991,12256854,373711.674,886686,4792186.317,11370168,*Border JZ *decent band,*Pretty much all KCSUKM's look the same (so far) *also glandular tissue present
KG4M1,KCSUKM,22.5,17.5,1.7E,2213,V2,1,1,1,1,36239.267,6140.398,30098.869,5833148.867,13840005,237361.447,563175,5595787.42,13276830,3132299.078,7431841,180162.891,427463,2952136.187,7004378,DECENT BAND,
KG4M1,KCSUKM,22.5,17.5,1.7E,2213,V3,1,1,1,1,109467.597,38239.143,71228.454,16503095.4,39156025,1424811.845,3380576,15078283.56,35775449,7378907.891,17507546,840174.596,1993438,6538733.295,15514108,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7E,2215,V1,0,0,1,0,2319.772,610.71,1709.062,361972.466,858833,25434.037,60346,336538.429,798487,16583.164,39346,1881.443,4464,14701.721,34882,*Cuboidal,
KG4M1,KCSUKM,22.5,17.5,1.7E,2215,V2,1,1,1,1,38328.916,7829.651,30499.265,5502156.563,13054677,280560.872,665672,5221595.691,12389005,2799960.599,6643319,186144.817,441656,2613815.782,6201663,*Border JZ *decent band,
KG4M1,KCSUKM,22.5,17.5,1.7E,2215,V3,1,0,1,0,6998.933,2538.515,4460.418,714060.193,1694213,59219.927,140508,654840.266,1553705,85525.564,202922,7640.832,18129,77884.732,184793,,
KG4M1,KCSUKM,22.5,17.5,1.7E,2215,V4,1,0,0,0,,1916.425,0,,,,,0,0,,,,,0,0,,
KG4M1,KCSUKM,22.5,17.5,2.7E,2135,V1,1,1,1,1,117529.478,13019.213,104510.265,23877401.68,56652653,584960.095,1387904,23292441.59,55264749,9730039.879,23085953,202883.925,481372,9527155.954,22604581,*Borders JZ *large band *good example ,
KG4M1,KCSUKM,22.5,17.5,2.7E,2136,V1,1,1,1,1,102781.395,7872.219,94909.176,21575919.3,51192047,325555.339,772428,21250363.96,50419619,8490407.263,20144742,126719.213,300660,8363688.05,19844082,*Large band very pink,
KG4M1,KCSUKM,22.5,17.5,2.7E,2137,V1,1,0,1,0,8038.7,3028.263,5010.437,1014400.237,2406814,120787.021,286585,893613.216,2120229,462450.526,1097232,32282.084,76594,430168.442,1020638,*Weird band-should be bigger but there is a large separtation b/w inner and outer band,
KG4M1,KCSUKM,22.5,17.5,2.7E,2137,V2,0,0,0,0,,445.072,0,,,,,0,0,,,,,0,0,*kind of cuboidal ,
KG4M1,KCSUKM,22.5,17.5,2.7E,2137,V3,0,0,0,0,,1312.037,0,,,,,0,0,,,,,0,0,*kind of cuboidal,
KG4M1,KCSUKM,22.5,17.5,2.7E,2137,V4,0,0,0,0,,960.109,0,,,,,0,0,,,,,0,0,*kind of cuboidal,
KG4M1,KCSUKM,22.5,17.5,2.7E,2137,V5,0,0,0,0,,1184.331,0,,,,,0,0,,,,,0,0,*kind of cuboidal,
KG5P2,KCSUK5K,23,18.5,2.8D,2141,V1,1,0,1,0,212055.537,144941.896,67113.641,17332242.65,41123299,5624287.231,13344450,11707955.42,27778849,2070831.163,4913352,732156.856,1737150,1338674.307,3176202,confirmed with dapi,
KG5P2,KCSUK5K,23,18.5,2.8D,2141,V2,1,0,1,0,72822.033,19095.126,53726.907,9862496.986,23400227,851932.77,2021336,9010564.216,21378891,1308448.575,3104487,171444.36,406777,1137004.215,2697710,confirmed with dapi,
KG5P2,KCSUK5K,23,18.5,2.8D,2141,V3,0,0,1,0,56038.67,21405.626,34633.044,6643940.672,15763728,748030.686,1774813,5895909.986,13988915,473318.977,1123019,86744.456,205814,386574.521,917205,confirmed with dapi,
KG5P2,KCSUK5K,23,18.5,2.8D,2141,V4,1,0,0,0,,74615.809,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,2.8D,2141,V5,0,0,1,0,20343.521,5611.875,14731.646,2992590.156,7100361,288433.934,684352,2704156.222,6416009,319079.028,757062,33195.831,78762,285883.197,678300,confirmed with dapi,
KG5P2,KCSUK5K,23,18.5,2.8D,2142,V1,1,0,1,0,235409.619,165157.29,70252.329,19451731.28,46152098,6563643.023,15573210,12888088.26,30578888,3442408.801,8167622,1181307.892,2802827,2261100.909,5364795,*Band gets thin *confirmend w/ dapi,
KG5P2,KCSUK5K,23,18.5,2.8D,2142,V2,1,2,1,1,161611.04,80310.293,81300.747,16983876.93,40296750,2582993.671,6128533,14400883.26,34168217,11205973.95,26587824,947031.185,2246971,10258942.76,24340853,*kinda weird band - mostly cyto ,
KG5P2,KCSUK5K,23,18.5,2.8D,2142,V3,1,0,0,0,,155378.339,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,2.8D,2142,V4,1,0,1,Jan-00,39004.533,16630.79,22373.743,5358151.174,12713003,738558.566,1752339,4619592.608,10960664,2158853.095,5122197,170177.842,403772,1988675.253,4718425,*oblong,
KG5P2,KCSUK5K,23,18.5,2.8D,2142,V5,1,0,1,0,83528.217,59160.499,24367.718,6549445.38,15539524,1894562.656,4495129,4654882.724,11044395,1933700.795,4587990,206250.207,489359,1727450.588,4098631,*kind of cuboidal band ,
KG5P2,KCSUK5K,23,18.5,2.8D,2143,V1,1,0,1,0,222435.925,141493.849,80942.076,20879058.04,49538641,5969229.774,14162877,14909828.26,35375764,4487337.806,10646870,1220512.624,2895846,3266825.182,7751024,*Thin band,
KG5P2,KCSUK5K,23,18.5,2.8D,2143,V2,1,0,0,0,,77113.863,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,2.8D,2143,V3,1,0,1,0,49273.653,27591.543,21682.11,5481009.72,13004503,1067778.166,2533461,4413231.554,10471042,1810440.588,4295537,139813.869,331729,1670626.719,3963808,*Thin band,
KG5P2,KCSUK5K,23,18.5,2.8D,2143,V4,1,0,0,0,,71523.062,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,2.8D,2143,V5,0,0,1,0,28391.072,17584.156,10806.916,3000936.951,7120165,584775.913,1387467,2416161.038,5732698,1191503.677,2827018,154924.838,367582,1036578.839,2459436,*Thin band *borders JZ,
KG5P2,KCSUK5K,23,18.5,1.8D,2004,V1,1,1,1,1,63843.033,30433.095,33409.938,7022135.945,16661052,1034005.342,2453330,5988130.603,14207722,2122022.083,5034810,332825.277,789677,1789196.806,4245133,,
KG5P2,KCSUK5K,23,18.5,1.8D,2005,V1,0,0,0,0,,4837.634,0,,,,,0,0,,,,,0,0,*no continuous band confirmed w/ dapi,
KG5P2,KCSUK5K,23,18.5,1.8D,2005,V2,1,0,0,0,,55891.577,0,,,,,0,0,,,,,0,0,*no continuous band confirmed w/ dapi,
KG5P2,KCSUK5K,23,18.5,1.8D,2005,V3,1,0,0,0,,8504.425,0,,,,,0,0,,,,,0,0,*no continuous band confirmed w/ dapi,
KG5P2,KCSUK5K,23,18.5,1.8D,2005,V4,1,0,0,0,,15841.798,0,,,,,0,0,,,,,0,0,*no continuous band confirmed w/ dapi,
KG5P2,KCSUK5K,23,18.5,1.8D,2005,V5,1,0,0,0,,481814.551,0,,,,,0,0,,,,,0,0,*Big and irregular (but has cyto) *no continuous band confirmed w/ dapi,
KG5P2,KCSUK5K,23,18.5,1.8D,2006,V1,1,1,1,1,178314.323,92299.854,86014.469,20491152.51,48618278,3202372.283,7598100,17288780.23,41020178,10490307.11,24889799,1254181.766,2975731,9236125.342,21914068,*Borders JZ *decent classic band,
KG5P2,KCSUK5K,23,18.5,1.8D,2006,V2,1,0,0,0,,119793.615,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,1.8D,2006,V3,1,1,1,1,79774.604,20003.394,59771.21,12866838.15,30528469,686743.87,1629401,12180094.28,28899068,5913917.297,14031640,374841.635,889367,5539075.662,13142273,*Borders JZ *decent classic band,
KG5P2,KCSUK5K,23,18.5,1.8D,2006,V4,1,0,1,0,97955.983,73600.066,24355.917,7304463.199,17330915,2321930.429,5509122,4982532.77,11821793,2961382.399,7026316,597341.202,1417280,2364041.197,5609036,*band is thin ,
KG5P2,KCSUK5K,23,18.5,1.8D,2006,V5,1,0,1,0,180723.868,136203.977,44519.891,13775191.44,32683671,4934302.677,11707360,8840888.766,20976311,4306280.977,10217286,1040404.945,2468514,3265876.032,7748772,*band gets really thin,
KG5P2,KCSUK5K,23,18.5,1.8D,2184,V1,1,0,1,Jan-00,254427.194,130426.886,124000.308,22493891.8,53370072,3940420.449,9349228,18553471.35,44020844,11383378.74,27008743,1241423.443,2945460,10141955.29,24063283,*borders JZ,
KG5P2,KCSUK5K,23,18.5,1.8D,2184,V2,0,0,0,0,,152753.423,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,1.8D,2184,V3,1,0,1,0,103697.249,78874.765,24822.484,6810500.614,16158916,2551156.238,6052994,4259344.376,10105922,2355908.509,5589740,575403.681,1365230,1780504.828,4224510,*band gets really thin,
KG5P2,KCSUK5K,23,18.5,1.8D,2184,V4,0,0,0,0,,303755.638,0,,,,,0,0,,,,,0,0,,
KG5P2,KCSUK5K,23,18.5,1.8D,2184,V5,1,0,0,0,,15348.257,0,,,,,0,0,,,,,0,0,*merges w/ JZ *potential band but discontinuous ,
KG5F1,KCSUK5M,24,19.5,3.4D,2216,V1,1,1,1,0,411614.484,233978.306,177636.178,41437645.35,98316918,11180134.88,26526517,30257510.47,71790401,17740042.83,42090865,3268007.828,7753830,14472035,34337035,*oblong shape band gets thin,
KG5F1,KCSUK5M,24,19.5,3.4D,2216,V2,1,1,1,0,200373.649,73001.157,127372.492,25404804.42,60276641,3999721.719,9489929,21405082.7,50786712,8657936.165,20542229,1313668.483,3116872,7344267.682,17425357,*very pink band,
KG5F1,KCSUK5M,24,19.5,3.4D,2216,V3,1,0,0,0,,55609.613,0,,,,,0,0,,,,,0,0,,
KG5F1,KCSUK5M,24,19.5,3.4D,2216,V4,1,1,1,0,109011.566,51352.344,57659.222,12040342.79,28567487,2130046.032,5053848,9910296.758,23513639,4650581.621,11034190,514999.424,1221912,4135582.197,9812278,"*band confirmed with dapi, gets thin ",
KG5F1,KCSUK5M,24,19.5,3.4D,2216,V5,1,1,1,1,327048.607,99551.247,227497.36,46071784.58,109312096,4464555.238,10592815,41607229.34,98719281,24479875.97,58082112,1341890.124,3183832,23137985.84,54898280,*HUGE with good 'classic' band ,
KG5F1,KCSUK5M,24,19.5,2.4D,1986,V1,1,1,1,1,177083.63,58569.598,118514.032,26122777.96,61980139,3046228.975,7227627,23076548.98,54752512,11195881,26563877,635128.529,1506936,10560752.47,25056941,*Big with 'classic' band *weird decidual shape,
KG5F1,KCSUK5M,24,19.5,2.4D,1989,V1,1,0,0,0,,83782.364,0,,,,,0,0,,,,,0,0,,
KG5F1,KCSUK5M,24,19.5,2.4D,1989,V2,1,0,0,0,,35061.258,0,,,,,0,0,,,,,0,0,,
KG5F1,KCSUK5M,24,19.5,2.4D,1989,V3,1,0,0,0,,14911.614,0,,,,,0,0,,,,,0,0,,
KG5F1,KCSUK5M,24,19.5,2.4D,1989,V4,1,0,0,0,,16864.285,0,,,,,0,0,,,,,0,0,,
KG5F1,KCSUK5M,24,19.5,2.4D,1989,V5,1,1,1,1,151116.855,44259.423,106857.432,25212149.99,59819540,3012954.329,7148678,22199195.66,52670862,11741232.17,27857803,626704.606,1486949,11114527.57,26370854,*Oblong irregular shape *clear classic band ,
KG5F1,KCSUK5M,24,19.5,2.4D,2182,V1,1,1,1,1,183434.764,62747.21,120687.554,26397577.33,62632141,3400151.361,8067360,22997425.97,54564781,13630954.67,32341448,864634.616,2051473,12766320.05,30289975,*Big with 'classic' band *weird decidual shape,
KG5P1,KCSUK5C,25,20.5,1.7F,2114,V1,1,1,1,1,35889.025,10419.163,25469.862,4701804.46,10918459,445918.782,1058008,4255885.678,9860451,2621623.938,6220189,184237.243,437130,2437386.695,5783059,,**Smaller vasculature not quantified with no cyto but cuboidal cells
KG5P1,KCSUK5C,25,20.5,1.7F,2114,V2,1,0,0,0,,47664.901,0,,,,,0,0,,,,,0,0,,
KG5P1,KCSUK5C,25,20.5,1.7F,2114,V3,1,0,1,0,66174.184,30899.662,35274.522,6710937.144,15922687,1142106.112,2709815,5568831.032,13212872,1196588.292,2839082,180550.664,428383,1016037.628,2410699,,
KG5P1,KCSUK5C,25,20.5,1.7F,2114,V4,1,1,1,1,59913.245,3402.95,56510.295,10940509.71,25957971,510252.405,1210649,10430257.31,24747322,5906153.396,14013219,292201.456,693291,5613951.94,13319928,*Looks like the edge of a vessel but has very pronounced ZO band,
KG5P1,KCSUK5C,25,20.5,1.7F,2114,V5,1,0,1,0,28681.465,3064.088,25617.377,4534196.435,10758049,173400.403,411418,4360796.032,10346631,1737069.801,4121454,83524.424,198174,1653545.377,3923280,*pronounced ZO band ,
KG5P1,KCSUK5C,25,20.5,1.7F,2115,V1,0,0,1,0,3221.718,1532.887,1688.831,321000.511,761621,70282.675,166756,250717.836,594865,19659.896,46646,5043.312,11966,14616.584,34680,*NO Cyto but cuboidal (Red cells) lining,
KG5P1,KCSUK5C,25,20.5,1.7F,2115,V2,1,0,0,0,,1545.952,0,,,,,0,0,,,,,0,0,*no clear band on Dapi,
KG5P1,KCSUK5C,25,20.5,1.7F,2115,V3,1,0,0,0,,1162.836,0,,,,,0,0,,,,,0,0,*no clear band on Dapi,
KG5P1,KCSUK5C,25,20.5,1.7F,2115,V4,1,0,0,0,,3107.921,0,,,,,0,0,,,,,0,0,*no clear band on Dapi,
KG5P1,KCSUK5C,25,20.5,1.7F,2115,V5,1,0,0,0,,76791.438,0,,,,,0,0,,,,,0,0,*irregular shape,
KG5P1,KCSUK5C,25,20.5,1.7F,2117,V1,0,0,1,0,5365,1170,4195,308269.584,731415,15030.047,35661,293239.537,695754,20548.777,48755,918.805,2180,19629.972,46575,*irregular band shape,
KG5P1,KCSUK5C,25,20.5,1.7F,2117,V2,1,0,1,0,24930,2604,22326,1426014.3,3383429,34975.278,82984,1391039.022,3300445,146039.826,346501,9566.951,22699,136472.875,323802,*irregular band shape,
KG5P1,KCSUK5C,25,20.5,1.7F,2117,V3,0,0,0,0,,1774,0,,,,,0,0,,,,,0,0,*no clear band on dapi,
KG5P1,KCSUK5C,25,20.5,1.7F,2117,V4,0,0,1,0,8745,2040,6705,530356.953,1258350,31511.637,74766,498845.316,1183584,23210.361,55070,2916.573,6920,20293.788,48150,*irregular band shape,
KG5P1,KCSUK5C,25,20.5,1.7F,2117,V5,0,0,0,0,,5758,0,,,,,0,0,,,,,0,0,*Maternal canal visible?? *ALL relatively small,
KG5P1,KCSUK5C,25,20.5,3.7B,2202,V1,0,0,0,0,,3644.452,0,,,,,0,0,,,,,0,0,,
KG5P1,KCSUK5C,25,20.5,3.7B,2202,V2,0,0,1,0,5796.479,1695.574,4100.905,893647.777,2120311,61317.584,145485,832330.193,1974826,265952.717,631012,10789.214,25599,255163.503,605413,*Measured inner band but has band like staining farther away (more separated),
KG5P1,KCSUK5C,25,20.5,3.7B,2202,V3,0,0,1,1,8966.777,2916.573,6050.204,1453692.665,3449100,108920.529,258430,1344772.136,3190670,445749.351,1057606,17684.466,41959,428064.885,1015647,*Measured inner band but has band like staining farther away (more separated),
KG5P1,KCSUK5C,25,20.5,3.7B,2202,V4,0,0,0,0,,776.769,0,,,,,0,0,,,,,0,0,,
KG5P1,KCSUK5C,25,20.5,3.7B,2202,V5,0,0,0,0,,1794.62,0,,,,,0,0,,,,,0,0,,
KG5P1,KCSUK5C,25,20.5,3.7B,2205,V1,1,1,1,1,249201.386,122353.204,126848.182,28016578.18,66473459,4481562.822,10633168,23535015.35,55840291,13460051.9,31935956,1337030.573,3172302,12123021.32,28763654,*Huge borders JZ,*all have good bands
KG5P1,KCSUK5C,25,20.5,3.7B,2205,V2,1,1,1,0,17086.821,4247.998,12838.823,2763030.543,6555697,137806.828,326967,2625223.715,6228730,1041277.81,2470585,66796.274,158484,974481.536,2312101,,
KG5P1,KCSUK5C,25,20.5,3.7B,2205,V3,1,1,1,0,40643.209,16891.68,23751.529,5341874.84,12674385,632089.308,1499725,4709785.532,11174660,1931529.381,4582838,144745.069,343429,1786784.312,4239409,*big borders JZ *band gets thin,
KG5P1,KCSUK5C,25,20.5,3.7B,2205,V4,1,1,1,0,30148.181,10576.372,19571.809,4082200.897,9685623,345987.368,820906,3736213.529,8864717,1886059.917,4474955,136780.127,324531,1749279.79,4150424,,
KG5P1,KCSUK5C,25,20.5,3.7B,2205,V5,1,1,1,1,182602.782,46365.087,136237.695,26280456.26,62354254,1567407.838,3718906,24713048.42,58635348,11325054.01,26870359,593789.052,1408852,10731264.96,25461507,*Huge borders JZ,
KG5P1,KCSUK5C,25,20.5,3.7B,2206,V1,1,1,1,1,247080.97,118002.367,129078.603,25947974.9,61565393,3624711.074,8600161,22323263.83,52965232,13860405.96,32885855,1148820.131,2725745,12711585.83,30160110,*Huge borders JZ *good band,
KG5P1,KCSUK5C,25,20.5,3.7B,2206,V2,1,1,1,0,12109.259,4408.156,7701.103,1549533.29,3676496,135684.726,321932,1413848.564,3354564,611776.555,1451530,61581.424,146111,550195.131,1305419,*good band,
KG5P1,KCSUK5C,25,20.5,3.7B,2206,V3,1,1,1,0,39636.317,18763.851,20872.466,4603657.665,10922856,735985.491,1746234,3867672.174,9176622,1683811.991,3995092,170541.149,404634,1513270.842,3590458,*big borders JZ *band gets thin*good band,
KG5P1,KCSUK5C,25,20.5,3.7B,2206,V4,1,1,1,1,185065.853,68118.004,116947.849,24612588.91,58396993,2677133.663,6351894,21935455.24,52045099,11836156.94,28083026,906503.46,2150813,10929653.48,25932213,*good band,
KG5P1,KCSUK5C,25,20.5,3.7B,2206,V5,1,0,1,1,33030.194,8274.302,24755.892,5067859.821,12024244,314894.251,747133,4752965.57,11277111,2038277.231,4836113,127999.218,303697,1910278.013,4532416,*Huge borders JZ*good band,
KG5J15,PT-B3,26,21.5,1.5C,2099,V1,1,1,1,0,119937.337,65259.594,54677.743,11836696,28084305,2898280.733,6876598,8938415.271,21207707,5415613.992,12849342,827191.208,1962633,4588422.784,10886709,*ZO band gets skinny,
KG5J15,PT-B3,26,21.5,1.5C,2099,V2 ,1,1,1,0,27240.458,3336.358,23904.1,4473229.936,10613397,177566.214,421302,4295663.722,10192095,1290399.117,3061662,44579.74,105772,1245819.377,2955890,,
KG5J15,PT-B3,26,21.5,1.5C,2099,V3,0,0,0,0,,388329.101,0,,,,,,,,,,,0,0,,
KG5J15,PT-B3,26,21.5,1.5C,2099,V4,1,1,1,0,149367.754,58640.827,90726.927,16662938.37,39535276,2721313.007,6456716,13941625.37,33078560,5718174.341,13567211,859610.692,2039553,4858563.649,11527658,*band gets skinny ,
KG5J15,PT-B3,26,21.5,1.5C,2099,V5,1,1,1,0,83337.291,35081.067,48256.224,10752195.59,25511168,1969266.553,4672375,8782929.036,20838793,3805523.872,9029166,757959.68,1798371,3047564.192,7230795,*band gets skinny,
KG5J15,PT-B3,26,21.5,1.5C,2102,V1,1,1,1,0,67724.773,47879.43,19845.343,4700002.367,11151448,1509295.114,3581025,3190707.253,7570423,2244524.487,5325465,667338.963,1583360,1577185.524,3742105,,
KG5J15,PT-B3,26,21.5,1.5C,2102,V2,1,1,1,1,86743.613,18288.854,68454.759,13335872.04,31641321,18288.854,1313735,13317583.19,30327586,7843031.233,18608747,242454.492,575259,7600576.741,18033488,*something wacky happened with duplicate measurements but got it figured out,
KG5J15,PT-B3,26,21.5,1.5C,2102,V3,1,0,0,0,,22046.682,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,1.5C,2102,V4,0,0,0,0,,2775.802,0,,,,,,,,,,,,,,
KG5J15,PT-B3,26,21.5,1.5C,2102,V5,0,0,0,0,,4666.096,0,,,,,0,0,,,,,0,0,,
KG5J15,PT-B3,26,21.5,1.5C,2164,V1,1,0,0,0,,5906.061,0,,,,,0,0,,,,,0,0,,
