"","Tag.ID","DaysFromConcRounded","minTemp","maxTemp","concDate","DT"
"411","167DB5CB",27,36.9,39.3,2023-03-06,2023-04-02 01:00:33
"412","167DB5CB",28,36.9,39.4,2023-03-06,2023-04-03 01:00:56
"413","167DB5CB",29,36.9,39.3,2023-03-06,2023-04-04 01:01:18
"414","167DB5CB",30,36.9,39.8,2023-03-06,2023-04-05 01:00:02
"415","167DB5CB",31,37.2,39.4,2023-03-06,2023-04-06 01:01:52
"416","167DB5CB",32,37,39.3,2023-03-06,2023-04-07 01:00:11
"417","167DB5CB",33,37.1,39.3,2023-03-06,2023-04-08 01:01:12
"418","167DB5CB",34,37.1,39.4,2023-03-06,2023-04-09 01:00:55
"419","167DB5CB",35,37.1,39.4,2023-03-06,2023-04-10 01:00:06
"420","167DB5CB",36,37.1,39.3,2023-03-06,2023-04-11 01:00:55
"421","167DB5CB",37,36.8,39.3,2023-03-06,2023-04-12 01:02:33
"422","167DB5CB",38,36.7,39.5,2023-03-06,2023-04-13 01:01:34
"423","167DB5CB",39,36.8,38.9,2023-03-06,2023-04-14 01:00:02
"424","167DB5CB",40,36.6,38.9,2023-03-06,2023-04-15 01:03:57
"425","167DB5CB",41,36.3,38.6,2023-03-06,2023-04-16 01:01:22
"426","167DB5CB",42,36.5,38.9,2023-03-06,2023-04-17 01:00:56
"427","167DB5CB",43,36.6,38.6,2023-03-06,2023-04-18 01:01:12
"428","167DB5CB",44,36.7,38.6,2023-03-06,2023-04-19 01:00:17
"429","167DB5CB",45,36.7,38.7,2023-03-06,2023-04-20 01:01:04
