"","X","Tag.ID","HoursFromConcRounded","MinCorr","Temp","concDate","minsFromConcRounded","DT","altMinsFrom","Tag.ID_167DB5CB","HoursFromConcRounded_167DB5CB","MinCorr_167DB5CB","Temp_167DB5CB","concDate_167DB5CB","minsFromConcRounded_167DB5CB","DT_167DB5CB","Tag.ID_167DC76A","HoursFromConcRounded_167DC76A","MinCorr_167DC76A","Temp_167DC76A","concDate_167DC76A","minsFromConcRounded_167DC76A","DT_167DC76A","Tag.ID_16804A25","HoursFromConcRounded_16804A25","MinCorr_16804A25","Temp_16804A25","concDate_16804A25","minsFromConcRounded_16804A25","DT_16804A25","Tag.ID_167F8B96","HoursFromConcRounded_167F8B96","MinCorr_167F8B96","Temp_167F8B96","concDate_167F8B96","minsFromConcRounded_167F8B96","DT_167F8B96","Tag.ID_167DAA18","HoursFromConcRounded_167DAA18","MinCorr_167DAA18","Temp_167DAA18","concDate_167DAA18","minsFromConcRounded_167DAA18","DT_167DAA18","Tag.ID_167DBF7D","HoursFromConcRounded_167DBF7D","MinCorr_167DBF7D","Temp_167DBF7D","concDate_167DBF7D","minsFromConcRounded_167DBF7D","DT_167DBF7D","Tag.ID_2653D43A","HoursFromConcRounded_2653D43A","MinCorr_2653D43A","Temp_2653D43A","concDate_2653D43A","minsFromConcRounded_2653D43A","DT_2653D43A","Tag.ID_167E7AB1","HoursFromConcRounded_167E7AB1","MinCorr_167E7AB1","Temp_167E7AB1","concDate_167E7AB1","minsFromConcRounded_167E7AB1","DT_167E7AB1","N","avgTemp","SD","SE","lowCI","highCI"
"21",21,"167DD2DA",-77,40,36.9,"2023-01-31",-4580,"2023-01-27 19:40:48",-4580,"167DB5CB",-77,40,36.2,"2023-03-06",-4580,"2023-03-02 19:40:59","167DC76A",-77,40,36.6,"2023-03-04",-4580,"2023-02-28 19:40:06","16804A25",-77,40,36.6,"2023-03-04",-4580,"2023-02-28 19:40:08","167F8B96",-77,40,38.6,"2023-03-04",-4580,"2023-02-28 19:40:12","167DAA18",-77,40,36.6,"2023-03-05",-4580,"2023-03-01 19:40:08","167DBF7D",-77,40,36.5,"2023-03-06",-4579,"2023-03-02 19:41:19","2653D43A",-77,40,36.9,"2023-02-01",-4580,"2023-01-28 19:40:54","167E7AB1",-77,40,36.6,"2023-02-15",-4579,"2023-02-11 19:41:09",9,36.8333333333333,0.69462219947249,0.231540733157497,35.478820044362,38.1878466223047
"22",22,"167DD2DA",-76,0,36.9,"2023-01-31",-4558,"2023-01-27 20:02:47",-4560,"167DB5CB",-76,0,36.6,"2023-03-06",-4559,"2023-03-02 20:01:05","167DC76A",-76,0,37.1,"2023-03-04",-4560,"2023-02-28 20:00:26","16804A25",-76,0,36.9,"2023-03-04",-4560,"2023-02-28 20:00:28","167F8B96",-76,0,38.5,"2023-03-04",-4560,"2023-02-28 20:00:32","167DAA18",-76,0,36.6,"2023-03-05",-4560,"2023-03-01 20:00:16","167DBF7D",-76,0,36.6,"2023-03-06",-4559,"2023-03-02 20:01:34","2653D43A",-76,0,37,"2023-02-01",-4560,"2023-01-28 20:00:43","167E7AB1",-76,0,36.8,"2023-02-15",-4556,"2023-02-11 20:04:53",9,37,0.591607978309961,0.197202659436654,35.8463644422956,38.1536355577044
"23",23,"167DD2DA",-76,20,36.8,"2023-01-31",-4539,"2023-01-27 20:21:43",-4540,"167DB5CB",-76,20,36.3,"2023-03-06",-4539,"2023-03-02 20:21:33","167DC76A",-76,20,37.5,"2023-03-04",-4539,"2023-02-28 20:21:05","16804A25",-76,20,36.7,"2023-03-04",-4538,"2023-02-28 20:22:13","167F8B96",-76,20,38.6,"2023-03-04",-4540,"2023-02-28 20:20:01","167DAA18",-76,20,36.5,"2023-03-05",-4536,"2023-03-01 20:24:25","167DBF7D",-76,20,36.6,"2023-03-06",-4540,"2023-03-02 20:20:41","2653D43A",-76,20,37.9,"2023-02-01",-4537,"2023-01-28 20:23:07","167E7AB1",-76,20,36.9,"2023-02-15",-4539,"2023-02-11 20:21:11",9,37.0888888888889,0.757371184500118,0.252457061500039,35.6120150791137,38.5657626986641
"24",24,"167DD2DA",-76,40,37.1,"2023-01-31",-4520,"2023-01-27 20:40:09",-4520,"167DB5CB",-76,40,36.2,"2023-03-06",-4519,"2023-03-02 20:41:05","167DC76A",-76,40,38.1,"2023-03-04",-4520,"2023-02-28 20:40:47","16804A25",-76,40,36.9,"2023-03-04",-4520,"2023-02-28 20:40:49","167F8B96",-76,40,38.6,"2023-03-04",-4520,"2023-02-28 20:40:00","167DAA18",-76,40,36.5,"2023-03-05",-4519,"2023-03-01 20:41:00","167DBF7D",-76,40,36.7,"2023-03-06",-4520,"2023-03-02 20:40:26","2653D43A",-76,40,38.4,"2023-02-01",-4519,"2023-01-28 20:41:19","167E7AB1",-76,40,37.1,"2023-02-15",-4515,"2023-02-11 20:45:37",9,37.2888888888889,0.865223156827827,0.288407718942609,35.6017037330746,38.9760740447032
"25",25,"167DD2DA",-75,0,37.2,"2023-01-31",-4498,"2023-01-27 21:02:56",-4500,"167DB5CB",-75,0,36.4,"2023-03-06",-4500,"2023-03-02 21:00:06","167DC76A",-75,0,38.6,"2023-03-04",-4500,"2023-02-28 21:00:36","16804A25",-75,0,37,"2023-03-04",-4500,"2023-02-28 21:00:39","167F8B96",-75,0,38.4,"2023-03-04",-4500,"2023-02-28 21:00:52","167DAA18",-75,0,37.2,"2023-03-05",-4500,"2023-03-01 21:00:58","167DBF7D",-75,0,36.3,"2023-03-06",-4500,"2023-03-02 21:00:17","2653D43A",-75,0,36.9,"2023-02-01",-4500,"2023-01-28 21:00:26","167E7AB1",-75,0,37.6,"2023-02-15",-4497,"2023-02-11 21:03:21",9,37.2888888888889,0.795996929083971,0.265332309694657,35.7366948771751,38.8410829006026
"26",26,"167DD2DA",-75,20,37.4,"2023-01-31",-4477,"2023-01-27 21:23:22",-4480,"167DB5CB",-75,20,36.2,"2023-03-06",-4480,"2023-03-02 21:20:06","167DC76A",-75,20,38.4,"2023-03-04",-4480,"2023-02-28 21:20:57","16804A25",-75,20,38,"2023-03-04",-4478,"2023-02-28 21:22:27","167F8B96",-75,20,36.9,"2023-03-04",-4480,"2023-02-28 21:20:01","167DAA18",-75,20,37.1,"2023-03-05",-4480,"2023-03-01 21:20:58","167DBF7D",-75,20,36.5,"2023-03-06",-4478,"2023-03-02 21:22:56","2653D43A",-75,20,36.6,"2023-02-01",-4480,"2023-01-28 21:20:56","167E7AB1",-75,20,37.7,"2023-02-15",-4480,"2023-02-11 21:20:45",9,37.2,0.734846922834953,0.244948974278318,35.7670485004718,38.6329514995282
"27",27,"167DD2DA",-75,40,37.2,"2023-01-31",-4459,"2023-01-27 21:41:38",-4460,"167DB5CB",-75,40,36.8,"2023-03-06",-4457,"2023-03-02 21:43:24","167DC76A",-75,40,38.6,"2023-03-04",-4459,"2023-02-28 21:41:08","16804A25",-75,40,38,"2023-03-04",-4459,"2023-02-28 21:41:10","167F8B96",-75,40,36.7,"2023-03-04",-4448,"2023-02-28 21:52:34","167DAA18",-75,40,38,"2023-03-05",-4458,"2023-03-01 21:42:33","167DBF7D",-75,40,36.8,"2023-03-06",-4460,"2023-03-02 21:40:37","2653D43A",-75,40,36.3,"2023-02-01",-4459,"2023-01-28 21:41:18","167E7AB1",-75,40,36.9,"2023-02-15",-4460,"2023-02-11 21:40:59",9,37.2555555555556,0.765034494501901,0.2550114981673,35.7637382912768,38.7473728198343
"28",28,"167DD2DA",-74,0,37.2,"2023-01-31",-4439,"2023-01-27 22:01:12",-4440,"167DB5CB",-74,0,36.8,"2023-03-06",-4440,"2023-03-02 22:00:41","167DC76A",-74,0,38.3,"2023-03-04",-4440,"2023-02-28 22:00:16","16804A25",-74,0,37.6,"2023-03-04",-4440,"2023-02-28 22:00:19","167F8B96",-74,0,36.7,"2023-03-04",-4440,"2023-02-28 22:00:24","167DAA18",-74,0,38.1,"2023-03-05",-4439,"2023-03-01 22:01:05","167DBF7D",-74,0,36.9,"2023-03-06",-4440,"2023-03-02 22:00:53","2653D43A",-74,0,36.4,"2023-02-01",-4435,"2023-01-28 22:05:58","167E7AB1",-74,0,36.8,"2023-02-15",-4439,"2023-02-11 22:01:48",9,37.2,0.659545297913646,0.219848432637882,35.9138866690684,38.4861133309316
"29",29,"167DD2DA",-74,20,37.3,"2023-01-31",-4418,"2023-01-27 22:22:13",-4420,"167DB5CB",-74,20,36.1,"2023-03-06",-4420,"2023-03-02 22:20:50","167DC76A",-74,20,38.4,"2023-03-04",-4419,"2023-02-28 22:21:00","16804A25",-74,20,37.3,"2023-03-04",-4419,"2023-02-28 22:21:02","167F8B96",-74,20,36.9,"2023-03-04",-4419,"2023-02-28 22:21:09","167DAA18",-74,20,38.2,"2023-03-05",-4420,"2023-03-01 22:20:49","167DBF7D",-74,20,37.3,"2023-03-06",-4420,"2023-03-02 22:20:09","2653D43A",-74,20,36,"2023-02-01",-4419,"2023-01-28 22:21:14","167E7AB1",-74,20,36.6,"2023-02-15",-4418,"2023-02-11 22:22:51",9,37.1222222222222,0.83032791380541,0.27677597126847,35.5030827903017,38.7413616541428
"30",30,"167DD2DA",-74,40,37.2,"2023-01-31",-4400,"2023-01-27 22:40:56",-4400,"167DB5CB",-74,40,36.7,"2023-03-06",-4399,"2023-03-02 22:41:56","167DC76A",-74,40,38.7,"2023-03-04",-4400,"2023-02-28 22:40:53","16804A25",-74,40,37.2,"2023-03-04",-4394,"2023-02-28 22:46:39","167F8B96",-74,40,37,"2023-03-04",-4398,"2023-02-28 22:42:53","167DAA18",-74,40,37.2,"2023-03-05",-4400,"2023-03-01 22:40:52","167DBF7D",-74,40,37.3,"2023-03-06",-4399,"2023-03-02 22:41:17","2653D43A",-74,40,36.4,"2023-02-01",-4399,"2023-01-28 22:41:08","167E7AB1",-74,40,36.9,"2023-02-15",-4397,"2023-02-11 22:43:07",9,37.1777777777778,0.63987846068175,0.21329282022725,35.9300147794484,38.4255407761072
"31",31,"167DD2DA",-73,0,37.3,"2023-01-31",-4380,"2023-01-27 23:00:13",-4380,"167DB5CB",-73,0,37,"2023-03-06",-4380,"2023-03-02 23:00:30","167DC76A",-73,0,37.4,"2023-03-04",-4379,"2023-02-28 23:01:59","16804A25",-73,0,36.8,"2023-03-04",-4380,"2023-02-28 23:00:49","167F8B96",-73,0,38.3,"2023-03-04",-4380,"2023-02-28 23:00:52","167DAA18",-73,0,37.4,"2023-03-05",-4380,"2023-03-01 23:00:50","167DBF7D",-73,0,37.3,"2023-03-06",-4380,"2023-03-02 23:00:42","2653D43A",-73,0,36.8,"2023-02-01",-4379,"2023-01-28 23:01:05","167E7AB1",-73,0,37,"2023-02-15",-4379,"2023-02-11 23:01:54",9,37.2555555555556,0.45856054973992,0.152853516579973,36.3613624835627,38.1497486275484
"32",32,"167DD2DA",-73,20,37.2,"2023-01-31",-4359,"2023-01-27 23:21:55",-4360,"167DB5CB",-73,20,37.5,"2023-03-06",-4359,"2023-03-02 23:21:57","167DC76A",-73,20,36.9,"2023-03-04",-4360,"2023-02-28 23:20:48","16804A25",-73,20,36.8,"2023-03-04",-4360,"2023-02-28 23:20:50","167F8B96",-73,20,38.9,"2023-03-04",-4359,"2023-02-28 23:21:02","167DAA18",-73,20,37.1,"2023-03-05",-4360,"2023-03-01 23:20:24","167DBF7D",-73,20,37.3,"2023-03-06",-4360,"2023-03-02 23:20:10","2653D43A",-73,20,36.7,"2023-02-01",-4359,"2023-01-28 23:21:25","167E7AB1",-73,20,37.3,"2023-02-15",-4359,"2023-02-11 23:21:14",9,37.3,0.653834841531101,0.217944947177034,36.0250220590144,38.5749779409856
"33",33,"167DD2DA",-73,40,37.7,"2023-01-31",-4339,"2023-01-27 23:41:43",-4340,"167DB5CB",-73,40,38,"2023-03-06",-4339,"2023-03-02 23:41:00","167DC76A",-73,40,36.8,"2023-03-04",-4340,"2023-02-28 23:40:11","16804A25",-73,40,37,"2023-03-04",-4340,"2023-02-28 23:40:13","167F8B96",-73,40,38.9,"2023-03-04",-4340,"2023-02-28 23:40:17","167DAA18",-73,40,37.8,"2023-03-05",-4340,"2023-03-01 23:40:46","167DBF7D",-73,40,37,"2023-03-06",-4340,"2023-03-02 23:40:07","2653D43A",-73,40,38.5,"2023-02-01",-4340,"2023-01-28 23:40:50","167E7AB1",-73,40,37.8,"2023-02-15",-4340,"2023-02-11 23:40:55",9,37.7222222222222,0.70494286608522,0.23498095536174,36.347583633356,39.0968608110884
"34",34,"167DD2DA",-72,0,37.4,"2023-01-31",-4316,"2023-01-28 00:04:00",-4320,"167DB5CB",-72,0,37.4,"2023-03-06",-4320,"2023-03-03 00:00:18","167DC76A",-72,0,36.9,"2023-03-04",-4319,"2023-03-01 00:01:02","16804A25",-72,0,37.1,"2023-03-04",-4319,"2023-03-01 00:01:04","167F8B96",-72,0,38.8,"2023-03-04",-4319,"2023-03-01 00:01:08","167DAA18",-72,0,36.9,"2023-03-05",-4320,"2023-03-02 00:00:38","167DBF7D",-72,0,37,"2023-03-06",-4320,"2023-03-03 00:00:38","2653D43A",-72,0,38.5,"2023-02-01",-4318,"2023-01-29 00:02:22","167E7AB1",-72,0,37,"2023-02-15",-4319,"2023-02-12 00:01:01",9,37.4444444444444,0.712585277547731,0.237528425849244,36.0549031532264,38.8339857356625
"35",35,"167DD2DA",-72,20,37.3,"2023-01-31",-4297,"2023-01-28 00:23:03",-4300,"167DB5CB",-72,20,37.4,"2023-03-06",-4300,"2023-03-03 00:20:54","167DC76A",-72,20,37,"2023-03-04",-4300,"2023-03-01 00:20:28","16804A25",-72,20,38.2,"2023-03-04",-4300,"2023-03-01 00:20:30","167F8B96",-72,20,37.7,"2023-03-04",-4300,"2023-03-01 00:20:34","167DAA18",-72,20,37.3,"2023-03-05",-4300,"2023-03-02 00:20:49","167DBF7D",-72,20,37.3,"2023-03-06",-4300,"2023-03-03 00:20:05","2653D43A",-72,20,38.7,"2023-02-01",-4299,"2023-01-29 00:21:41","167E7AB1",-72,20,37.2,"2023-02-15",-4299,"2023-02-12 00:21:19",9,37.5666666666667,0.547722557505168,0.182574185835056,36.4986076795316,38.6347256538017
"36",36,"167DD2DA",-72,40,37.7,"2023-01-31",-4280,"2023-01-28 00:40:16",-4280,"167DB5CB",-72,40,37.3,"2023-03-06",-4280,"2023-03-03 00:40:30","167DC76A",-72,40,36.9,"2023-03-04",-4280,"2023-03-01 00:40:35","16804A25",-72,40,37.5,"2023-03-04",-4279,"2023-03-01 00:41:51","167F8B96",-72,40,37.7,"2023-03-04",-4280,"2023-03-01 00:40:50","167DAA18",-72,40,37.1,"2023-03-05",-4280,"2023-03-02 00:40:05","167DBF7D",-72,40,37.1,"2023-03-06",-4280,"2023-03-03 00:40:42","2653D43A",-72,40,38.6,"2023-02-01",-4280,"2023-01-29 00:40:44","167E7AB1",-72,40,37.8,"2023-02-15",-4280,"2023-02-12 00:40:18",9,37.5222222222222,0.511805084426137,0.170601694808712,36.5242023075913,38.5202421368532
"37",37,"167DD2DA",-71,0,37.7,"2023-01-31",-4256,"2023-01-28 01:04:13",-4260,"167DB5CB",-71,0,37.2,"2023-03-06",-4258,"2023-03-03 01:02:06","167DC76A",-71,0,37.2,"2023-03-04",-4260,"2023-03-01 01:00:40","16804A25",-71,0,37.5,"2023-03-04",-4257,"2023-03-01 01:03:56","167F8B96",-71,0,37.6,"2023-03-04",-4254,"2023-03-01 01:06:49","167DAA18",-71,0,38.3,"2023-03-05",-4260,"2023-03-02 01:00:15","167DBF7D",-71,0,37.2,"2023-03-06",-4259,"2023-03-03 01:01:11","2653D43A",-71,0,38.4,"2023-02-01",-4259,"2023-01-29 01:01:22","167E7AB1",-71,0,38.2,"2023-02-15",-4260,"2023-02-12 01:00:43",9,37.7,0.487339717240447,0.162446572413482,36.7496875513811,38.6503124486189
"38",38,"167DD2DA",-71,20,37.8,"2023-01-31",-4239,"2023-01-28 01:21:08",-4240,"167DB5CB",-71,20,37.1,"2023-03-06",-4240,"2023-03-03 01:20:45","167DC76A",-71,20,38.6,"2023-03-04",-4240,"2023-03-01 01:20:08","16804A25",-71,20,37.5,"2023-03-04",-4239,"2023-03-01 01:21:36","167F8B96",-71,20,38.7,"2023-03-04",-4240,"2023-03-01 01:20:24","167DAA18",-71,20,38.5,"2023-03-05",-4239,"2023-03-02 01:21:13","167DBF7D",-71,20,37.4,"2023-03-06",-4240,"2023-03-03 01:20:04","2653D43A",-71,20,37.8,"2023-02-01",-4239,"2023-01-29 01:21:25","167E7AB1",-71,20,38.2,"2023-02-15",-4240,"2023-02-12 01:20:40",9,37.9555555555556,0.572518801243923,0.190839600414641,36.8391438931299,39.0719672179812
"39",39,"167DD2DA",-71,40,37.4,"2023-01-31",-4220,"2023-01-28 01:40:12",-4220,"167DB5CB",-71,40,37.3,"2023-03-06",-4220,"2023-03-03 01:40:51","167DC76A",-71,40,37.7,"2023-03-04",-4220,"2023-03-01 01:40:25","16804A25",-71,40,37.8,"2023-03-04",-4220,"2023-03-01 01:40:27","167F8B96",-71,40,38.8,"2023-03-04",-4220,"2023-03-01 01:40:31","167DAA18",-71,40,37.2,"2023-03-05",-4220,"2023-03-02 01:40:18","167DBF7D",-71,40,36.9,"2023-03-06",-4219,"2023-03-03 01:41:12","2653D43A",-71,40,36.8,"2023-02-01",-4220,"2023-01-29 01:40:37","167E7AB1",-71,40,38.2,"2023-02-15",-4220,"2023-02-12 01:40:28",9,37.5666666666667,0.638357266740185,0.212785755580062,36.3218699965233,38.81146333681
"40",40,"167DD2DA",-70,0,37.5,"2023-01-31",-4197,"2023-01-28 02:03:03",-4200,"167DB5CB",-70,0,38.4,"2023-03-06",-4200,"2023-03-03 02:00:15","167DC76A",-70,0,38.2,"2023-03-04",-4198,"2023-03-01 02:02:02","16804A25",-70,0,37.9,"2023-03-04",-4200,"2023-03-01 02:00:45","167F8B96",-70,0,38.7,"2023-03-04",-4198,"2023-03-01 02:02:09","167DAA18",-70,0,37.8,"2023-03-05",-4198,"2023-03-02 02:02:21","167DBF7D",-70,0,37,"2023-03-06",-4199,"2023-03-03 02:01:56","2653D43A",-70,0,37,"2023-02-01",-4200,"2023-01-29 02:00:07","167E7AB1",-70,0,38.1,"2023-02-15",-4199,"2023-02-12 02:01:52",9,37.8444444444444,0.589726867098472,0.196575622366157,36.6944770536024,38.9944118352865
"41",41,"167DD2DA",-70,20,37.7,"2023-01-31",-4175,"2023-01-28 02:25:13",-4180,"167DB5CB",-70,20,38.2,"2023-03-06",-4180,"2023-03-03 02:20:51","167DC76A",-70,20,38.1,"2023-03-04",-4179,"2023-03-01 02:21:08","16804A25",-70,20,37.2,"2023-03-04",-4180,"2023-03-01 02:20:00","167F8B96",-70,20,38,"2023-03-04",-4180,"2023-03-01 02:20:08","167DAA18",-70,20,38.7,"2023-03-05",-4180,"2023-03-02 02:20:59","167DBF7D",-70,20,37.3,"2023-03-06",-4179,"2023-03-03 02:21:02","2653D43A",-70,20,37.4,"2023-02-01",-4180,"2023-01-29 02:20:31","167E7AB1",-70,20,38.3,"2023-02-15",-4180,"2023-02-12 02:20:22",9,37.8777777777778,0.509356892997871,0.16978563099929,36.8845318364319,38.8710237191236
"42",42,"167DD2DA",-70,40,37.8,"2023-01-31",-4159,"2023-01-28 02:41:49",-4160,"167DB5CB",-70,40,38.2,"2023-03-06",-4160,"2023-03-03 02:40:47","167DC76A",-70,40,37.4,"2023-03-04",-4160,"2023-03-01 02:40:03","16804A25",-70,40,36.9,"2023-03-04",-4160,"2023-03-01 02:40:05","167F8B96",-70,40,38.7,"2023-03-04",-4160,"2023-03-01 02:40:18","167DAA18",-70,40,38.7,"2023-03-05",-4160,"2023-03-02 02:40:54","167DBF7D",-70,40,37.5,"2023-03-06",-4159,"2023-03-03 02:41:18","2653D43A",-70,40,37.3,"2023-02-01",-4158,"2023-01-29 02:42:20","167E7AB1",-70,40,38.2,"2023-02-15",-4159,"2023-02-12 02:41:42",9,37.8555555555556,0.634647758821994,0.211549252940665,36.6179924258527,39.0931186852584
"43",43,"167DD2DA",-69,0,37.7,"2023-01-31",-4140,"2023-01-28 03:00:44",-4140,"167DB5CB",-69,0,38.2,"2023-03-06",-4137,"2023-03-03 03:03:09","167DC76A",-69,0,37.3,"2023-03-04",-4140,"2023-03-01 03:00:47","16804A25",-69,0,36.4,"2023-03-04",-4140,"2023-03-01 03:00:49","167F8B96",-69,0,38.5,"2023-03-04",-4140,"2023-03-01 03:00:54","167DAA18",-69,0,38.7,"2023-03-05",-4140,"2023-03-02 03:00:03","167DBF7D",-69,0,37.5,"2023-03-06",-4140,"2023-03-03 03:00:58","2653D43A",-69,0,37.3,"2023-02-01",-4139,"2023-01-29 03:01:22","167E7AB1",-69,0,38.2,"2023-02-15",-4140,"2023-02-12 03:00:18",9,37.7555555555556,0.721302833612748,0.240434277870916,36.3490150300107,39.1620960811004
"44",44,"167DD2DA",-69,20,37.9,"2023-01-31",-4119,"2023-01-28 03:21:26",-4120,"167DB5CB",-69,20,37.8,"2023-03-06",-4120,"2023-03-03 03:20:35","167DC76A",-69,20,37.4,"2023-03-04",-4120,"2023-03-01 03:20:59","16804A25",-69,20,36.4,"2023-03-04",-4119,"2023-03-01 03:21:01","167F8B96",-69,20,38.6,"2023-03-04",-4119,"2023-03-01 03:21:05","167DAA18",-69,20,38.8,"2023-03-05",-4120,"2023-03-02 03:20:24","167DBF7D",-69,20,37.7,"2023-03-06",-4120,"2023-03-03 03:20:48","2653D43A",-69,20,37.1,"2023-02-01",-4120,"2023-01-29 03:20:22","167E7AB1",-69,20,38.2,"2023-02-15",-4120,"2023-02-12 03:20:17",9,37.7666666666667,0.743303437365925,0.247767812455308,36.3172249638031,39.2161083695302
"45",45,"167DD2DA",-69,40,37.8,"2023-01-31",-4099,"2023-01-28 03:41:07",-4100,"167DB5CB",-69,40,38,"2023-03-06",-4100,"2023-03-03 03:40:14","167DC76A",-69,40,37.5,"2023-03-04",-4099,"2023-03-01 03:41:08","16804A25",-69,40,36.3,"2023-03-04",-4099,"2023-03-01 03:41:10","167F8B96",-69,40,38.6,"2023-03-04",-4100,"2023-03-01 03:40:02","167DAA18",-69,40,38.8,"2023-03-05",-4100,"2023-03-02 03:40:15","167DBF7D",-69,40,37.5,"2023-03-06",-4098,"2023-03-03 03:42:09","2653D43A",-69,40,37.9,"2023-02-01",-4099,"2023-01-29 03:41:11","167E7AB1",-69,40,38.2,"2023-02-15",-4099,"2023-02-12 03:41:29",9,37.8444444444444,0.729916281348607,0.243305427116202,36.4211076958147,39.2677811930742
"46",46,"167DD2DA",-68,0,37.9,"2023-01-31",-4080,"2023-01-28 04:00:13",-4080,"167DB5CB",-68,0,37.6,"2023-03-06",-4080,"2023-03-03 04:00:51","167DC76A",-68,0,38,"2023-03-04",-4080,"2023-03-01 04:00:14","16804A25",-68,0,36.3,"2023-03-04",-4078,"2023-03-01 04:02:48","167F8B96",-68,0,38.8,"2023-03-04",-4080,"2023-03-01 04:00:29","167DAA18",-68,0,38.8,"2023-03-05",-4080,"2023-03-02 04:00:17","167DBF7D",-68,0,38.5,"2023-03-06",-4080,"2023-03-03 04:00:08","2653D43A",-68,0,37.1,"2023-02-01",-4079,"2023-01-29 04:01:14","167E7AB1",-68,0,38.1,"2023-02-15",-4079,"2023-02-12 04:01:52",9,37.9,0.815475321515004,0.271825107171668,36.3098231230457,39.4901768769543
"47",47,"167DD2DA",-68,20,37.6,"2023-01-31",-4059,"2023-01-28 04:21:27",-4060,"167DB5CB",-68,20,37.7,"2023-03-06",-4060,"2023-03-03 04:20:36","167DC76A",-68,20,37.4,"2023-03-04",-4060,"2023-03-01 04:20:27","16804A25",-68,20,36.2,"2023-03-04",-4060,"2023-03-01 04:20:29","167F8B96",-68,20,38.6,"2023-03-04",-4060,"2023-03-01 04:20:41","167DAA18",-68,20,38.4,"2023-03-05",-4060,"2023-03-02 04:20:31","167DBF7D",-68,20,38.6,"2023-03-06",-4060,"2023-03-03 04:20:45","2653D43A",-68,20,36.9,"2023-02-01",-4059,"2023-01-29 04:21:17","167E7AB1",-68,20,38.3,"2023-02-15",-4060,"2023-02-12 04:20:01",9,37.7444444444444,0.824789535443908,0.274929845147969,36.1361048503288,39.3527840385601
"48",48,"167DD2DA",-68,40,37.7,"2023-01-31",-4037,"2023-01-28 04:43:54",-4040,"167DB5CB",-68,40,37.7,"2023-03-06",-4040,"2023-03-03 04:40:36","167DC76A",-68,40,37,"2023-03-04",-4040,"2023-03-01 04:40:14","16804A25",-68,40,36,"2023-03-04",-4040,"2023-03-01 04:40:16","167F8B96",-68,40,38.6,"2023-03-04",-4040,"2023-03-01 04:40:20","167DAA18",-68,40,38.3,"2023-03-05",-4040,"2023-03-02 04:40:01","167DBF7D",-68,40,38.6,"2023-03-06",-4038,"2023-03-03 04:42:55","2653D43A",-68,40,38.3,"2023-02-01",-4040,"2023-01-29 04:40:35","167E7AB1",-68,40,38.4,"2023-02-15",-4040,"2023-02-12 04:40:10",9,37.8444444444444,0.867627672321358,0.289209224107119,36.1525704834178,39.5363184054711
"49",49,"167DD2DA",-67,0,37.7,"2023-01-31",-4020,"2023-01-28 05:00:15",-4020,"167DB5CB",-67,0,37.4,"2023-03-06",-4019,"2023-03-03 05:01:54","167DC76A",-67,0,37.1,"2023-03-04",-4019,"2023-03-01 05:01:00","16804A25",-67,0,36.1,"2023-03-04",-4019,"2023-03-01 05:01:02","167F8B96",-67,0,37.8,"2023-03-04",-4019,"2023-03-01 05:01:15","167DAA18",-67,0,37.4,"2023-03-05",-4018,"2023-03-02 05:02:25","167DBF7D",-67,0,38.6,"2023-03-06",-4019,"2023-03-03 05:01:02","2653D43A",-67,0,38.2,"2023-02-01",-4020,"2023-01-29 05:00:51","167E7AB1",-67,0,38.2,"2023-02-15",-4020,"2023-02-12 05:00:03",9,37.6111111111111,0.737299878686489,0.24576662622883,36.1733763476725,39.0488458745498
"50",50,"167DD2DA",-67,20,37.8,"2023-01-31",-3990,"2023-01-28 05:30:08",-4000,"167DB5CB",-67,20,37.7,"2023-03-06",-3998,"2023-03-03 05:22:51","167DC76A",-67,20,36.9,"2023-03-04",-4000,"2023-03-01 05:20:44","16804A25",-67,20,36,"2023-03-04",-3997,"2023-03-01 05:23:32","167F8B96",-67,20,36.8,"2023-03-04",-3999,"2023-03-01 05:21:06","167DAA18",-67,20,37.7,"2023-03-05",-3997,"2023-03-02 05:23:17","167DBF7D",-67,20,38.7,"2023-03-06",-4000,"2023-03-03 05:20:43","2653D43A",-67,20,37.9,"2023-02-01",-4000,"2023-01-29 05:20:49","167E7AB1",-67,20,38.3,"2023-02-15",-4000,"2023-02-12 05:20:17",9,37.5333333333333,0.829156197588851,0.276385399196284,35.9164787480351,39.1501879186316
"51",51,"167DD2DA",-67,40,37.7,"2023-01-31",-3979,"2023-01-28 05:41:20",-3980,"167DB5CB",-67,40,38.4,"2023-03-06",-3980,"2023-03-03 05:40:24","167DC76A",-67,40,36.1,"2023-03-04",-3980,"2023-03-01 05:40:02","16804A25",-67,40,36,"2023-03-04",-3980,"2023-03-01 05:40:04","167F8B96",-67,40,36.6,"2023-03-04",-3980,"2023-03-01 05:40:09","167DAA18",-67,40,37.2,"2023-03-05",-3980,"2023-03-02 05:40:14","167DBF7D",-67,40,38.5,"2023-03-06",-3980,"2023-03-03 05:40:50","2653D43A",-67,40,37.5,"2023-02-01",-3979,"2023-01-29 05:41:10","167E7AB1",-67,40,38.5,"2023-02-15",-3980,"2023-02-12 05:40:28",9,37.3888888888889,0.990510530540241,0.330170176846747,35.4573933543354,39.3203844234424
